footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature,fail,air_risk,thermal_load,sensor_gap,mechanical_pressure,air_pressure_ratio,control_balance,operating_intensity,sensor_stability,risk_score,machine_health_index,machine_health_level,health_numeric
16,7,4,2,6,0,74,4,15,0,4,22,2,0.21333333333333335,0.0,2,35.0,2.280350850198276,0.45231705380186626,0.5476829461981337,Level 2 - Low Risk,4
22,7,3,3,4,5,47,3,15,0,8,22,0,0.4583333333333333,1.25,1,28.0,0.8944271909999159,0.6689015286877109,0.3310984713122891,Level 3 - Moderate Risk,3
3,4,4,5,3,1,43,6,15,0,5,19,-1,0.06818181818181818,0.2,-3,20.333333333333332,1.9235384061671346,0.41082846932698036,0.5891715306730196,Level 2 - Low Risk,4
0,6,5,3,6,5,64,2,15,1,10,21,2,0.0,0.8333333333333334,4,26.333333333333332,1.6431676725154984,0.7525362318840578,0.24746376811594217,Level 4 - High Risk,2
0,7,4,3,5,2,75,4,15,1,6,22,1,0.0,0.4,1,30.0,1.140175425099138,0.5358695652173913,0.46413043478260874,Level 3 - Moderate Risk,3
67,3,4,4,7,1,27,6,15,0,5,18,0,2.392857142857143,0.2,1,36.333333333333336,2.3021728866442674,0.4432850903315465,0.5567149096684535,Level 2 - Low Risk,4
40,7,4,4,6,0,21,3,15,0,4,22,0,1.8181818181818181,0.0,3,25.333333333333332,2.1908902300206643,0.3853216200119119,0.6146783799880882,Level 1 - Healthy,5
74,4,2,2,6,1,70,2,15,0,3,19,0,1.0422535211267605,0.3333333333333333,4,53.0,1.9493588689617927,0.42652253325392103,0.5734774667460789,Level 2 - Low Risk,4
3,6,5,2,6,5,67,3,15,1,10,21,3,0.04411764705882353,0.8333333333333334,3,28.333333333333332,1.6431676725154984,0.7858284693269804,0.21417153067301964,Level 4 - High Risk,2
140,7,6,4,5,6,82,5,15,0,12,22,2,1.6867469879518073,0.8571428571428571,0,79.0,0.8366600265340756,0.8172850903315465,0.1827149096684535,Level 4 - High Risk,2
14,0,2,2,6,0,40,6,15,0,2,15,0,0.34146341463414637,0.0,0,23.0,2.6832815729997477,0.36901111772880685,0.6309888822711931,Level 1 - Healthy,5
110,0,5,3,6,5,26,4,15,1,10,15,2,4.074074074074074,0.8333333333333334,2,50.333333333333336,1.1401754250991378,0.7510293825689893,0.24897061743101068,Level 4 - High Risk,2
35,3,4,3,5,1,29,6,15,0,5,18,1,1.1666666666666667,0.2,-1,26.333333333333332,1.9235384061671346,0.4770567798292634,0.5229432201707366,Level 2 - Low Risk,4
0,1,4,5,6,2,28,6,15,0,6,16,-1,0.0,0.4,0,14.333333333333334,1.6733200530681511,0.4692028985507246,0.5307971014492754,Level 2 - Low Risk,4
310,7,6,4,3,5,65,3,15,0,11,22,2,4.696969696969697,0.7142857142857143,0,130.0,1.3038404810405297,0.7566229898749255,0.2433770101250745,Level 4 - High Risk,2
900,2,6,5,3,1,25,3,15,0,7,17,1,34.61538461538461,0.14285714285714285,0,313.3333333333333,1.9493588689617927,0.48187413142743696,0.518125868572563,Level 2 - Low Risk,4
0,7,3,2,7,1,65,2,15,0,4,22,1,0.0,0.25,5,26.666666666666668,2.345207879911715,0.4692028985507246,0.5307971014492754,Level 2 - Low Risk,4
11,4,6,2,6,5,38,5,15,1,11,19,4,0.28205128205128205,0.7142857142857143,1,21.333333333333332,1.6431676725154984,0.8273855469525512,0.17261445304744882,Level 5 - Critical,1
0,2,4,3,5,5,72,7,15,1,9,17,1,0.0,1.0,-2,29.0,1.4832396974191326,0.7108695652173912,0.2891304347826088,Level 4 - High Risk,2
270,7,3,2,7,1,67,3,15,0,4,22,1,3.9705882352941178,0.25,4,117.33333333333333,2.280350850198276,0.4655042684137383,0.5344957315862617,Level 2 - Low Risk,4
51,7,3,1,7,0,74,3,15,0,3,22,2,0.68,0.0,4,46.666666666666664,2.6832815729997477,0.4435042684137383,0.5564957315862618,Level 2 - Low Risk,4
11,5,2,4,4,2,71,6,15,0,4,20,-2,0.1527777777777778,0.6666666666666666,-2,32.333333333333336,1.6733200530681511,0.41905221361921774,0.5809477863807823,Level 2 - Low Risk,4
2,0,4,6,4,0,47,3,15,0,4,15,-2,0.041666666666666664,0.0,1,21.333333333333332,2.1908902300206643,0.3191755012904507,0.6808244987095493,Level 1 - Healthy,5
20,7,5,4,6,1,69,1,15,0,6,22,1,0.2857142857142857,0.16666666666666666,5,34.666666666666664,2.302172886644268,0.4855955926146515,0.5144044073853484,Level 3 - Moderate Risk,3
31,3,3,3,6,1,29,6,15,0,4,18,0,1.0333333333333334,0.25,0,25.0,2.16794833886788,0.43544490768314476,0.5645550923168552,Level 2 - Low Risk,4
2,0,6,2,5,6,34,3,15,1,12,15,4,0.05714285714285714,0.8571428571428571,2,17.0,1.816590212458495,0.8858421679571173,0.11415783204288266,Level 5 - Critical,1
5,3,4,3,6,0,43,4,15,0,4,18,1,0.11363636363636363,0.0,2,21.0,2.1908902300206643,0.41913440540003966,0.5808655945999603,Level 2 - Low Risk,4
22,7,2,1,7,0,30,3,15,0,2,22,1,0.7096774193548387,0.0,4,22.333333333333332,2.7018512172212596,0.4022348620210443,0.5977651379789557,Level 2 - Low Risk,4
0,7,5,5,4,0,76,2,15,0,5,22,0,0.0,0.0,2,30.333333333333332,2.16794833886788,0.39420289855072466,0.6057971014492753,Level 2 - Low Risk,4
27,0,2,4,6,1,26,5,16,0,3,16,-2,1.0,0.3333333333333333,1,23.0,2.0736441353327724,0.3648475282906492,0.6351524717093509,Level 1 - Healthy,5
7,7,4,3,6,2,76,5,16,0,6,23,1,0.09090909090909091,0.4,1,33.0,1.5811388300841898,0.540121500893389,0.45987849910661105,Level 3 - Moderate Risk,3
0,0,1,4,6,1,42,7,16,0,2,16,-3,0.0,0.5,-1,19.333333333333332,2.7748873851023217,0.3235507246376812,0.6764492753623188,Level 1 - Healthy,5
0,4,3,1,4,5,33,3,16,1,8,20,2,0.0,1.25,1,16.333333333333332,1.4832396974191326,0.7402173913043477,0.2597826086956523,Level 4 - High Risk,2
0,1,6,2,5,5,25,3,16,1,11,17,4,0.0,0.7142857142857143,2,13.666666666666666,1.6431676725154984,0.8318840579710145,0.1681159420289855,Level 5 - Critical,1
2800,0,2,2,7,0,51,4,16,0,2,16,0,53.84615384615385,0.0,3,955.6666666666666,2.6457513110645907,0.33519456025411953,0.6648054397458805,Level 1 - Healthy,5
0,4,4,2,5,4,57,3,16,1,8,20,2,0.0,0.8,2,24.333333333333332,1.140175425099138,0.6902173913043477,0.30978260869565233,Level 4 - High Risk,2
22,1,6,1,5,6,21,4,16,1,12,17,5,1.0,0.8571428571428571,1,19.666666666666668,2.073644135332772,0.9232493547746674,0.07675064522533259,Level 5 - Critical,1
9,7,5,1,4,5,79,7,16,1,10,23,4,0.1125,0.8333333333333334,-3,34.666666666666664,2.1908902300206643,0.8234274369664482,0.17657256303355184,Level 4 - High Risk,2
0,1,6,2,5,5,35,5,16,1,11,17,4,0.0,0.7142857142857143,0,17.0,1.51657508881031,0.8318840579710145,0.1681159420289855,Level 5 - Critical,1
9,5,4,2,5,4,57,6,16,1,8,21,2,0.15517241379310345,0.8,-1,27.333333333333332,1.4832396974191326,0.6900941036331149,0.30990589636688515,Level 4 - High Risk,2
0,1,4,4,6,5,32,6,16,0,9,17,0,0.0,1.0,0,16.0,1.0,0.6818840579710144,0.31811594202898563,Level 4 - High Risk,2
37,5,4,5,5,2,51,6,16,0,6,21,-1,0.7115384615384616,0.4,-1,34.666666666666664,1.51657508881031,0.4730438753226127,0.5269561246773873,Level 2 - Low Risk,4
23,0,5,2,4,6,62,7,16,1,11,16,3,0.36507936507936506,1.0,-3,33.666666666666664,1.9235384061671346,0.8482356561445304,0.15176434385546955,Level 5 - Critical,1
0,4,5,1,6,5,48,4,16,1,10,20,4,0.0,0.8333333333333334,2,21.333333333333332,1.9235384061671346,0.823550724637681,0.17644927536231902,Level 4 - High Risk,2
0,7,7,1,6,6,39,3,16,1,13,23,6,0.0,0.75,3,18.333333333333332,2.5099800796022267,0.9652173913043478,0.034782608695652195,Level 5 - Critical,1
0,5,3,2,6,5,26,6,16,1,8,21,1,0.0,1.25,0,14.0,1.816590212458495,0.7068840579710145,0.2931159420289855,Level 4 - High Risk,2
40,0,4,2,4,1,38,3,16,1,5,16,2,1.0256410256410255,0.2,1,31.333333333333332,1.3038404810405297,0.5146694460988683,0.48533055390113167,Level 3 - Moderate Risk,3
0,5,3,3,4,0,50,4,16,0,3,21,0,0.0,0.0,0,22.0,1.6431676725154984,0.38188405797101455,0.6181159420289855,Level 1 - Healthy,5
9,2,5,5,6,4,33,3,16,1,9,18,0,0.2647058823529412,0.6666666666666666,3,19.333333333333332,1.1401754250991378,0.6317607702997816,0.3682392297002184,Level 3 - Moderate Risk,3
15,5,4,3,6,2,36,3,16,0,6,21,1,0.40540540540540543,0.4,3,22.333333333333332,1.51657508881031,0.540011911852293,0.459988088147707,Level 3 - Moderate Risk,3
640,5,4,4,6,0,24,6,16,0,4,21,0,25.6,0.0,0,226.66666666666666,2.449489742783178,0.3814502680166766,0.6185497319833234,Level 1 - Healthy,5
0,4,3,2,6,0,25,5,16,0,3,20,1,0.0,0.0,1,13.666666666666666,2.3874672772626644,0.41521739130434787,0.5847826086956521,Level 2 - Low Risk,4
0,7,6,5,3,0,62,3,16,0,6,23,1,0.0,0.0,0,26.0,2.3021728866442674,0.4402173913043479,0.5597826086956521,Level 2 - Low Risk,4
0,2,4,3,3,6,33,3,16,1,10,18,1,0.0,1.2,0,16.333333333333332,1.3038404810405297,0.773550724637681,0.22644927536231896,Level 4 - High Risk,2
0,7,6,2,5,6,53,6,16,1,12,23,4,0.0,0.8571428571428571,-1,23.0,1.7320508075688772,0.8902173913043478,0.10978260869565215,Level 5 - Critical,1
22,7,6,2,5,6,68,6,16,1,12,23,4,0.3188405797101449,0.8571428571428571,-1,35.333333333333336,1.7320508075688772,0.8899160214413342,0.11008397855866581,Level 5 - Critical,1
22,7,5,4,6,1,68,3,16,0,6,23,1,0.3188405797101449,0.16666666666666666,3,35.333333333333336,1.9235384061671346,0.4899160214413341,0.5100839785586659,Level 3 - Moderate Risk,3
10,1,6,1,5,5,38,3,16,1,11,17,5,0.2564102564102564,0.7142857142857143,2,21.333333333333332,2.0,0.8650804050029779,0.1349195949970221,Level 5 - Critical,1
29,1,4,5,3,0,58,1,16,0,4,17,-1,0.4915254237288136,0.0,2,34.333333333333336,2.0736441353327724,0.3564867976970419,0.6435132023029582,Level 1 - Healthy,5
170,7,4,2,6,5,34,6,16,1,9,23,2,4.857142857142857,1.0,0,73.33333333333333,1.6733200530681511,0.7462219575143934,0.25377804248560665,Level 4 - High Risk,2
4,2,4,3,4,1,58,2,16,0,5,18,1,0.06779661016949153,0.2,2,26.0,1.3038404810405297,0.48182926345046656,0.5181707365495334,Level 2 - Low Risk,4
11,0,3,4,7,1,35,5,16,0,4,16,-1,0.3055555555555556,0.25,2,20.666666666666668,2.23606797749979,0.40673337303950763,0.5932666269604924,Level 2 - Low Risk,4
31,3,7,2,6,6,42,6,16,1,13,19,5,0.7209302325581395,0.75,0,29.666666666666668,1.9493588689617927,0.9314594004367678,0.06854059956323222,Level 5 - Critical,1
0,7,4,4,6,0,54,3,16,0,4,23,0,0.0,0.0,3,23.333333333333332,2.1908902300206643,0.39021739130434785,0.6097826086956522,Level 1 - Healthy,5
0,7,6,2,5,6,69,3,16,1,12,23,4,0.0,0.8571428571428571,2,28.333333333333332,1.816590212458495,0.8902173913043478,0.10978260869565215,Level 5 - Critical,1
360,2,4,6,5,0,35,4,16,0,4,18,-2,10.0,0.0,1,137.0,2.280350850198276,0.3186192177883661,0.6813807822116339,Level 1 - Healthy,5
0,7,6,1,5,6,66,4,16,1,12,23,5,0.0,0.8571428571428571,1,27.333333333333332,2.073644135332772,0.9235507246376811,0.07644927536231894,Level 5 - Critical,1
900,2,3,2,7,0,58,3,16,0,3,18,1,15.254237288135593,0.0,4,324.6666666666667,2.5495097567963922,0.4028886241810602,0.5971113758189398,Level 2 - Low Risk,4
51,5,2,4,7,1,41,3,16,0,3,21,-2,1.2142857142857142,0.3333333333333333,4,36.0,2.3021728866442674,0.36451876116736154,0.6354812388326385,Level 1 - Healthy,5
0,2,5,2,6,4,35,6,16,0,9,18,3,0.0,0.6666666666666666,0,17.0,1.6733200530681511,0.7318840579710144,0.2681159420289856,Level 4 - High Risk,2
110,0,3,3,6,1,40,7,16,0,4,16,0,2.682926829268293,0.25,-1,55.333333333333336,2.449489742783178,0.4387105419892794,0.5612894580107206,Level 2 - Low Risk,4
1,7,4,7,2,0,53,1,16,0,4,23,-3,0.018518518518518517,0.0,1,23.333333333333332,2.7748873851023217,0.29020369267421087,0.7097963073257891,Level 1 - Healthy,5
8,5,6,2,6,5,67,6,16,1,11,21,4,0.11764705882352941,0.7142857142857143,0,30.333333333333332,1.7320508075688772,0.8317744689299187,0.1682255310700813,Level 5 - Critical,1
5,5,4,4,6,0,32,5,16,0,4,21,0,0.15151515151515152,0.0,1,17.666666666666668,2.280350850198276,0.3901488981536629,0.6098511018463371,Level 1 - Healthy,5
87,4,3,4,6,0,41,4,16,0,3,20,-1,2.0714285714285716,0.0,2,48.0,2.1908902300206643,0.3473589438157634,0.6526410561842366,Level 1 - Healthy,5
3,1,2,1,6,1,43,7,16,0,3,17,1,0.06818181818181818,0.3333333333333333,-1,20.666666666666668,2.8809720581775866,0.4651762954139369,0.5348237045860631,Level 2 - Low Risk,4
51,1,5,3,2,0,65,2,16,0,5,17,2,0.7727272727272727,0.0,0,44.0,1.8165902124584952,0.4645187611673615,0.5354812388326384,Level 2 - Low Risk,4
350,7,3,3,7,0,60,5,16,0,3,23,0,5.737704918032787,0.0,2,142.0,2.6076809620810595,0.37708953742306933,0.6229104625769306,Level 1 - Healthy,5
3,7,5,3,6,0,77,6,16,0,5,23,2,0.038461538461538464,0.0,0,32.0,2.5495097567963922,0.4651762954139369,0.5348237045860631,Level 2 - Low Risk,4
630,0,6,5,4,1,35,4,16,0,7,16,1,17.5,0.14285714285714285,0,227.0,1.8708286933869707,0.48992058765137986,0.5100794123486201,Level 3 - Moderate Risk,3
180,4,6,7,5,1,48,4,16,0,7,20,-1,3.673469387755102,0.14285714285714285,1,81.33333333333333,2.3021728866442674,0.429418304546357,0.570581695453643,Level 2 - Low Risk,4
0,0,6,2,6,6,52,3,16,1,12,16,4,0.0,0.8571428571428571,3,22.666666666666668,1.9493588689617927,0.8902173913043478,0.10978260869565215,Level 5 - Critical,1
35,7,5,3,6,2,43,7,16,0,7,23,2,0.7954545454545454,0.3333333333333333,-1,31.333333333333332,2.073644135332772,0.5814046059162199,0.4185953940837801,Level 3 - Moderate Risk,3
0,7,6,2,6,6,43,5,16,1,12,23,4,0.0,0.8571428571428571,1,19.666666666666668,1.7320508075688772,0.8902173913043478,0.10978260869565215,Level 5 - Critical,1
0,7,6,2,6,6,67,4,16,1,12,23,4,0.0,0.8571428571428571,2,27.666666666666668,1.7888543819998317,0.8902173913043478,0.10978260869565215,Level 5 - Critical,1
6,1,4,4,7,0,56,3,16,0,4,17,0,0.10526315789473684,0.0,4,26.0,2.5099800796022267,0.39013519952352593,0.6098648004764741,Level 1 - Healthy,5
7300,2,3,3,4,0,62,4,16,0,3,18,0,115.87301587301587,0.0,0,2459.3333333333335,1.6431676725154984,0.2818840579710145,0.7181159420289855,Level 1 - Healthy,5
2,1,7,7,5,0,62,3,16,0,7,17,0,0.031746031746031744,0.0,2,26.666666666666668,2.966479394838265,0.41518999404407386,0.5848100059559261,Level 2 - Low Risk,4
35,3,3,2,6,1,22,6,16,0,4,19,1,1.5217391304347827,0.25,0,24.333333333333332,2.302172886644268,0.47307127258288667,0.5269287274171133,Level 2 - Low Risk,4
0,0,2,2,6,1,21,5,16,0,3,16,0,0.0,0.3333333333333333,1,12.333333333333334,2.16794833886788,0.4318840579710145,0.5681159420289855,Level 2 - Low Risk,4
45,3,6,1,6,6,34,3,16,1,12,19,5,1.2857142857142858,0.8571428571428571,3,31.666666666666668,2.3021728866442674,0.9229342862815167,0.07706571371848325,Level 5 - Critical,1
0,7,4,3,5,0,70,3,16,0,4,23,1,0.0,0.0,2,28.666666666666668,1.8708286933869707,0.4235507246376812,0.5764492753623188,Level 2 - Low Risk,4
5,1,3,2,6,2,50,3,16,0,5,17,1,0.09803921568627451,0.5,3,23.666666666666668,1.6431676725154984,0.5318155648203295,0.46818443517967046,Level 3 - Moderate Risk,3
35,5,6,1,6,6,42,4,16,1,12,21,5,0.813953488372093,0.8571428571428571,2,31.0,2.1908902300206643,0.9230712725828866,0.07692872741711343,Level 5 - Critical,1
900,5,6,2,6,6,73,3,16,1,12,21,4,12.162162162162161,0.8571428571428571,3,329.6666666666667,1.9493588689617927,0.8778886241810602,0.12211137581893983,Level 5 - Critical,1
35,2,3,1,6,0,57,7,16,0,3,18,2,0.603448275862069,0.0,-1,36.0,3.0495901363953815,0.44807127258288665,0.5519287274171134,Level 2 - Low Risk,4
0,7,6,1,5,6,40,6,16,1,12,23,5,0.0,0.8571428571428571,-1,18.666666666666668,2.16794833886788,0.9235507246376811,0.07644927536231894,Level 5 - Critical,1
0,2,6,1,6,6,58,6,16,1,12,18,5,0.0,0.8571428571428571,0,24.666666666666668,2.23606797749979,0.9235507246376811,0.07644927536231894,Level 5 - Critical,1
11,7,4,6,2,1,62,3,16,0,5,23,-2,0.1746031746031746,0.2,-1,29.666666666666668,1.9235384061671343,0.3817333730395076,0.6182666269604924,Level 1 - Healthy,5
40,1,3,5,3,1,44,3,17,0,4,18,-2,0.8888888888888888,0.25,0,33.666666666666664,1.4142135623730951,0.3773506055191583,0.6226493944808418,Level 1 - Healthy,5
0,3,5,3,7,6,30,6,17,0,11,20,2,0.0,1.0,1,15.666666666666666,1.51657508881031,0.8195652173913043,0.18043478260869572,Level 4 - High Risk,2
23,7,3,3,7,0,76,5,17,0,3,24,0,0.2987012987012987,0.0,2,38.666666666666664,2.6076809620810595,0.3859168155648203,0.6140831844351797,Level 1 - Healthy,5
270,3,4,3,3,1,50,4,17,0,5,20,1,5.294117647058823,0.2,-1,112.33333333333333,1.224744871391589,0.4825332539209847,0.5174667460790153,Level 2 - Low Risk,4
9,1,6,2,5,5,41,4,17,1,11,18,4,0.21428571428571427,0.7142857142857143,1,22.333333333333332,1.51657508881031,0.8361085963867383,0.1638914036132617,Level 5 - Critical,1
0,6,6,3,6,6,77,3,17,1,12,23,3,0.0,0.8571428571428571,3,31.333333333333332,1.6431676725154984,0.861231884057971,0.13876811594202898,Level 5 - Critical,1
0,3,6,3,5,6,35,6,17,1,12,20,3,0.0,0.8571428571428571,-1,17.333333333333332,1.3038404810405297,0.861231884057971,0.13876811594202898,Level 5 - Critical,1
0,7,4,3,4,3,39,4,17,0,7,24,1,0.0,0.6,0,18.666666666666668,0.5477225575051661,0.6028985507246377,0.3971014492753623,Level 3 - Moderate Risk,3
2,0,4,2,4,4,72,3,17,1,8,17,2,0.0273972602739726,0.8,1,30.333333333333332,0.8944271909999159,0.6945378201310304,0.3054621798689696,Level 4 - High Risk,2
0,2,6,2,5,6,42,7,17,1,12,19,4,0.0,0.8571428571428571,-2,19.666666666666668,1.9235384061671346,0.8945652173913045,0.10543478260869554,Level 5 - Critical,1
16,7,5,2,6,5,85,2,17,1,10,24,3,0.18604651162790697,0.8333333333333334,4,39.333333333333336,1.8708286933869707,0.7943460393091126,0.20565396069088737,Level 4 - High Risk,2
7300,0,4,2,6,3,79,4,17,0,7,17,2,91.25,0.6,2,2465.3333333333335,1.4832396974191329,0.5362318840579711,0.46376811594202894,Level 3 - Moderate Risk,3
0,5,2,3,6,0,39,4,17,0,2,22,-1,0.0,0.0,2,18.666666666666668,2.23606797749979,0.3445652173913043,0.6554347826086957,Level 1 - Healthy,5
23,4,6,1,5,6,58,6,17,1,12,21,5,0.3898305084745763,0.8571428571428571,-1,32.666666666666664,2.16794833886788,0.927583482231487,0.07241651776851299,Level 5 - Critical,1
42,0,4,2,6,5,27,6,17,1,9,17,2,1.5,1.0,0,28.666666666666668,1.6733200530681511,0.7523232082588842,0.2476767917411158,Level 4 - High Risk,2
2,4,4,3,5,1,43,5,17,0,5,21,1,0.045454545454545456,0.2,0,20.666666666666668,1.6733200530681511,0.486204486797697,0.513795513202303,Level 3 - Moderate Risk,3
0,0,3,3,6,0,58,4,17,0,3,17,0,0.0,0.0,2,25.0,2.16794833886788,0.38623188405797104,0.613768115942029,Level 1 - Healthy,5
42,7,4,3,6,4,28,7,17,1,8,24,1,1.4482758620689655,0.8,-1,29.0,1.6431676725154984,0.6606565415922175,0.33934345840778246,Level 3 - Moderate Risk,3
470,2,5,3,6,5,27,6,17,0,10,19,2,16.785714285714285,0.8333333333333334,0,171.33333333333334,1.224744871391589,0.7547935278935873,0.24520647210641267,Level 4 - High Risk,2
42,0,3,6,5,2,40,3,17,0,5,17,-3,1.024390243902439,0.5,2,33.0,1.6431676725154984,0.40232320825888424,0.5976767917411158,Level 2 - Low Risk,4
0,5,1,3,6,0,43,6,17,0,1,22,-2,0.0,0.0,0,20.0,2.7748873851023217,0.30289855072463767,0.6971014492753623,Level 1 - Healthy,5
40,7,5,4,6,5,64,3,17,1,10,24,1,0.6153846153846154,0.8333333333333334,3,40.333333333333336,1.1401754250991378,0.7273506055191582,0.2726493944808418,Level 4 - High Risk,2
180,7,2,2,6,0,39,6,17,0,2,24,0,4.5,0.0,0,78.66666666666667,2.6832815729997477,0.3754327972999802,0.6245672027000198,Level 1 - Healthy,5
110,7,4,2,6,4,76,4,17,1,8,24,2,1.4285714285714286,0.8,2,67.66666666666667,1.4142135623730951,0.6930583680762358,0.3069416319237642,Level 4 - High Risk,2
140,5,3,3,6,0,64,5,17,0,3,22,0,2.1538461538461537,0.0,1,73.66666666666667,2.302172886644268,0.38431407583879296,0.615685924161207,Level 1 - Healthy,5
0,4,4,6,3,2,28,4,17,0,6,21,-2,0.0,0.4,-1,15.0,1.4832396974191326,0.4445652173913043,0.5554347826086957,Level 2 - Low Risk,4
0,2,4,2,6,1,45,3,17,0,5,19,2,0.0,0.2,3,20.666666666666668,1.9235384061671343,0.5195652173913043,0.48043478260869565,Level 3 - Moderate Risk,3
190,1,6,2,6,6,22,3,17,1,12,18,4,8.26086956521739,0.8571428571428571,3,76.33333333333333,1.9493588689617927,0.891962477665277,0.10803752233472297,Level 5 - Critical,1
35,1,3,3,6,1,27,6,17,0,4,18,0,1.25,0.25,0,26.333333333333332,2.16794833886788,0.44408576533650984,0.5559142346634902,Level 2 - Low Risk,4
45,0,1,2,7,0,31,4,17,0,1,17,-1,1.40625,0.0,3,31.0,2.7748873851023217,0.3356154457018066,0.6643845542981934,Level 1 - Healthy,5
170,1,2,2,7,0,34,6,17,0,2,18,0,4.857142857142857,0.0,1,73.66666666666667,2.966479394838265,0.37556978360135007,0.6244302163986499,Level 1 - Healthy,5
0,4,2,3,7,0,30,4,17,0,2,21,-1,0.0,0.0,3,15.666666666666666,2.5884358211089573,0.3445652173913043,0.6554347826086957,Level 1 - Healthy,5
0,2,6,1,6,6,64,3,17,1,12,19,5,0.0,0.8571428571428571,3,27.0,2.3021728866442674,0.9278985507246377,0.07210144927536233,Level 5 - Critical,1
35,0,6,1,6,4,36,6,17,1,10,17,5,0.9459459459459459,0.5714285714285714,0,29.333333333333332,2.1908902300206643,0.8107524320031765,0.18924756799682352,Level 4 - High Risk,2
5,7,4,3,5,4,31,2,17,1,8,24,1,0.15625,0.8,3,17.666666666666668,1.140175425099138,0.661163390907286,0.33883660909271396,Level 3 - Moderate Risk,3
350,1,4,3,4,5,37,3,17,1,9,18,1,9.210526315789474,1.0,1,134.66666666666666,0.8366600265340756,0.7147706968433591,0.28522930315664086,Level 4 - High Risk,2
4,0,6,4,2,1,48,3,17,0,7,17,2,0.08163265306122448,0.14285714285714285,-1,23.0,1.9235384061671343,0.5361770895374232,0.46382291046257684,Level 3 - Moderate Risk,3
70,0,5,7,7,3,41,3,17,0,8,17,-2,1.6666666666666667,0.5,4,42.666666666666664,2.0,0.5102729799483819,0.48972702005161806,Level 3 - Moderate Risk,3
8,2,5,2,6,5,25,4,17,1,10,19,3,0.3076923076923077,0.8333333333333334,2,16.666666666666668,1.51657508881031,0.7944556283502084,0.20554437164979156,Level 4 - High Risk,2
12,5,4,2,6,6,82,3,17,1,10,22,2,0.14457831325301204,1.2,3,37.0,1.7888543819998317,0.8110675004963271,0.18893249950367286,Level 4 - High Risk,2
5,1,6,2,5,4,36,7,17,1,10,18,4,0.13513513513513514,0.5714285714285714,-2,19.333333333333332,1.9235384061671346,0.7778300575739528,0.22216994242604715,Level 4 - High Risk,2
0,7,6,2,5,1,47,3,17,1,7,24,4,0.0,0.14285714285714285,2,21.333333333333332,2.073644135332772,0.6028985507246377,0.3971014492753623,Level 3 - Moderate Risk,3
16,6,2,3,6,0,67,4,17,0,2,23,-1,0.23529411764705882,0.0,2,33.333333333333336,2.23606797749979,0.34434603930911256,0.6556539606908874,Level 1 - Healthy,5
0,0,4,6,2,5,24,4,17,1,9,17,-2,0.0,1.0,-2,13.666666666666666,1.4832396974191329,0.6195652173913043,0.3804347826086957,Level 3 - Moderate Risk,3
9,0,4,5,3,5,33,6,17,1,9,17,-1,0.2647058823529412,1.0,-3,19.666666666666668,1.140175425099138,0.6527752630534048,0.34722473694659517,Level 3 - Moderate Risk,3
14,7,4,1,5,1,59,4,17,1,5,24,3,0.23333333333333334,0.2,1,30.0,1.8708286933869707,0.5527067699027198,0.44729323009728017,Level 3 - Moderate Risk,3
22,7,7,1,6,6,71,4,17,1,13,24,6,0.3055555555555556,0.75,2,36.666666666666664,2.387467277262665,0.9692638475282908,0.030736152471709244,Level 5 - Critical,1
0,7,6,2,5,6,36,3,17,1,12,24,4,0.0,0.8571428571428571,2,17.666666666666668,1.816590212458495,0.8945652173913045,0.10543478260869554,Level 5 - Critical,1
1,3,3,3,5,0,41,3,17,0,3,20,0,0.023809523809523808,0.0,2,19.666666666666668,1.7888543819998317,0.38621818542783404,0.613781814572166,Level 1 - Healthy,5
1600,5,6,2,6,6,38,6,17,1,12,22,4,41.02564102564103,0.8571428571428571,0,551.6666666666666,1.7888543819998322,0.8726474091721264,0.12735259082787365,Level 5 - Critical,1
7300,1,6,3,6,6,32,3,17,1,12,18,3,221.21212121212122,0.8571428571428571,3,2449.6666666666665,1.6431676725154984,0.761231884057971,0.23876811594202896,Level 4 - High Risk,2
19,0,5,6,7,1,32,4,17,0,6,17,-1,0.5757575757575758,0.16666666666666666,3,22.666666666666668,2.3021728866442674,0.4276382767520349,0.5723617232479651,Level 2 - Low Risk,4
9,6,5,4,6,0,75,6,17,0,5,23,1,0.11842105263157894,0.0,0,33.666666666666664,2.4899799195977463,0.43610859638673816,0.5638914036132618,Level 2 - Low Risk,4
0,7,5,2,4,4,52,3,17,1,9,24,3,0.0,0.6666666666666666,1,23.0,1.140175425099138,0.736231884057971,0.263768115942029,Level 4 - High Risk,2
1600,5,2,3,6,0,29,7,17,0,2,22,-1,53.333333333333336,0.0,-1,548.6666666666666,2.8809720581775866,0.32264740917212625,0.6773525908278737,Level 1 - Healthy,5
12,7,3,4,6,0,71,3,17,0,3,24,-1,0.16666666666666666,0.0,3,33.333333333333336,2.16794833886788,0.3527341671629939,0.6472658328370061,Level 1 - Healthy,5
1,0,6,2,5,2,33,6,17,0,8,17,4,0.029411764705882353,0.2857142857142857,-1,17.0,2.0493901531919194,0.6612181854278341,0.33878181457216594,Level 3 - Moderate Risk,3
0,3,1,2,7,2,67,7,17,0,3,20,-1,0.0,1.0,0,28.0,2.949576240750525,0.4528985507246377,0.5471014492753623,Level 2 - Low Risk,4
